srr,srr_alias,srx,paired,spots,spots_with_mate,avgLength,srx_alias,srx_title,srx_design,study_title,sample_alias,lib_layout,lib_name,lib_selection,lib_source,lib_strategy
SRR3536649,GSM2155548_r1,SRX1770376,FALSE,301629835,0,101,GSM2155548,GSM2155548: ARF_ecoli-ZmARF5_Zm_2; Zea mays; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM2155548,,,other,GENOMIC,OTHER
SRR2926541,GSM1925471_r1,SRX1412451,FALSE,5764320,0,100,GSM1925471,GSM1925471: MYB_tnt.MYB74_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925471,,,other,GENOMIC,OTHER
SRR2926540,GSM1925470_r1,SRX1412450,FALSE,4241734,0,100,GSM1925470,GSM1925470: MYB_tnt.MYB73_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925470,,,other,GENOMIC,OTHER
SRR2926539,GSM1925469_r1,SRX1412449,FALSE,12941554,0,100,GSM1925469,GSM1925469: MYB_tnt.MYB70_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925469,,,other,GENOMIC,OTHER
SRR2926538,GSM1925468_r1,SRX1412448,FALSE,7330850,0,100,GSM1925468,GSM1925468: MYB_tnt.MYB67_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925468,,,other,GENOMIC,OTHER
SRR2926537,GSM1925467_r1,SRX1412447,FALSE,7426649,0,100,GSM1925467,GSM1925467: MYB_tnt.MYB65_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925467,,,other,GENOMIC,OTHER
SRR2926536,GSM1925466_r1,SRX1412446,FALSE,2055632,0,133,GSM1925466,GSM1925466: MYB_tnt.MYB65_col200_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925466,,,other,GENOMIC,OTHER
SRR2926535,GSM1925465_r1,SRX1412445,FALSE,4428910,0,100,GSM1925465,GSM1925465: MYB_tnt.MYB63_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925465,,,other,GENOMIC,OTHER
SRR2926534,GSM1925464_r1,SRX1412444,FALSE,3525338,0,130,GSM1925464,GSM1925464: MYB_tnt.MYB62_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925464,,,other,GENOMIC,OTHER
SRR2926533,GSM1925463_r1,SRX1412443,FALSE,8012258,0,100,GSM1925463,GSM1925463: MYB_tnt.MYB62_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925463,,,other,GENOMIC,OTHER
SRR2926532,GSM1925462_r1,SRX1412442,FALSE,5342178,0,100,GSM1925462,GSM1925462: MYB_tnt.MYB61_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925462,,,other,GENOMIC,OTHER
SRR2926531,GSM1925461_r1,SRX1412441,FALSE,6385546,0,100,GSM1925461,GSM1925461: MYB_tnt.MYB61_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925461,,,other,GENOMIC,OTHER
SRR2926530,GSM1925460_r1,SRX1412440,FALSE,2321563,0,100,GSM1925460,GSM1925460: MYB_tnt.MYB58_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925460,,,other,GENOMIC,OTHER
SRR2926529,GSM1925459_r1,SRX1412439,FALSE,9849387,0,100,GSM1925459,GSM1925459: MYB_tnt.MYB58_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925459,,,other,GENOMIC,OTHER
SRR2926528,GSM1925458_r1,SRX1412438,FALSE,2060328,0,100,GSM1925458,GSM1925458: MYB_tnt.MYB57_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925458,,,other,GENOMIC,OTHER
SRR2926527,GSM1925457_r1,SRX1412437,FALSE,4066610,0,100,GSM1925457,GSM1925457: MYB_tnt.MYB57_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925457,,,other,GENOMIC,OTHER
SRR2926526,GSM1925456_r1,SRX1412436,FALSE,1587835,0,100,GSM1925456,GSM1925456: MYB_tnt.MYB56_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925456,,,other,GENOMIC,OTHER
SRR2926525,GSM1925455_r1,SRX1412435,FALSE,7856707,0,100,GSM1925455,GSM1925455: MYB_tnt.MYB56_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925455,,,other,GENOMIC,OTHER
SRR2926524,GSM1925454_r1,SRX1412434,FALSE,4480030,0,100,GSM1925454,GSM1925454: MYB_tnt.MYB55_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925454,,,other,GENOMIC,OTHER
SRR2926523,GSM1925453_r1,SRX1412433,FALSE,4234434,0,100,GSM1925453,GSM1925453: MYB_tnt.MYB52_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925453,,,other,GENOMIC,OTHER
SRR2926522,GSM1925452_r1,SRX1412432,FALSE,4646983,0,130,GSM1925452,GSM1925452: MYB_tnt.MYB51_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925452,,,other,GENOMIC,OTHER
SRR2926521,GSM1925451_r1,SRX1412431,FALSE,2200834,0,100,GSM1925451,GSM1925451: MYB_tnt.MYB49_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925451,,,other,GENOMIC,OTHER
SRR2926520,GSM1925450_r1,SRX1412430,FALSE,3874928,0,100,GSM1925450,GSM1925450: MYB_tnt.MYB49_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925450,,,other,GENOMIC,OTHER
SRR2926519,GSM1925449_r1,SRX1412429,FALSE,6124640,0,100,GSM1925449,GSM1925449: MYB_tnt.MYB44_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925449,,,other,GENOMIC,OTHER
SRR2926518,GSM1925448_r1,SRX1412428,FALSE,1991369,0,100,GSM1925448,GSM1925448: MYB_tnt.MYB43_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925448,,,other,GENOMIC,OTHER
SRR2926517,GSM1925447_r1,SRX1412427,FALSE,1793954,0,100,GSM1925447,GSM1925447: MYB_tnt.MYB41_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925447,,,other,GENOMIC,OTHER
SRR2926516,GSM1925446_r1,SRX1412426,FALSE,2803599,0,100,GSM1925446,GSM1925446: MYB_tnt.MYB40_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925446,,,other,GENOMIC,OTHER
SRR2926515,GSM1925445_r1,SRX1412425,FALSE,1683785,0,133,GSM1925445,GSM1925445: MYB_tnt.MYB4_col200_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925445,,,other,GENOMIC,OTHER
SRR2926514,GSM1925444_r1,SRX1412424,FALSE,4186007,0,130,GSM1925444,GSM1925444: MYB_tnt.MYB3R5_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925444,,,other,GENOMIC,OTHER
SRR2926513,GSM1925443_r1,SRX1412423,FALSE,2035785,0,100,GSM1925443,GSM1925443: MYB_tnt.MYB3R4_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925443,,,other,GENOMIC,OTHER
SRR2926512,GSM1925442_r1,SRX1412422,FALSE,22374084,0,100,GSM1925442,GSM1925442: MYB_tnt.MYB3R1_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925442,,,other,GENOMIC,OTHER
SRR2926511,GSM1925441_r1,SRX1412421,FALSE,9187624,0,100,GSM1925441,GSM1925441: MYB_tnt.MYB3R1_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925441,,,other,GENOMIC,OTHER
SRR2926510,GSM1925440_r1,SRX1412420,FALSE,2031085,0,100,GSM1925440,GSM1925440: MYB_tnt.MYB39_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925440,,,other,GENOMIC,OTHER
SRR2926509,GSM1925439_r1,SRX1412419,FALSE,5159560,0,100,GSM1925439,GSM1925439: MYB_tnt.MYB39_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925439,,,other,GENOMIC,OTHER
SRR2926508,GSM1925438_r1,SRX1412418,FALSE,39049779,0,100,GSM1925438,GSM1925438: MYB_tnt.MYB33_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925438,,,other,GENOMIC,OTHER
SRR2926507,GSM1925437_r1,SRX1412417,FALSE,3368841,0,100,GSM1925437,GSM1925437: MYB_tnt.MYB30_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925437,,,other,GENOMIC,OTHER
SRR2926506,GSM1925436_r1,SRX1412416,FALSE,3743533,0,100,GSM1925436,GSM1925436: MYB_tnt.MYB30_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925436,,,other,GENOMIC,OTHER
SRR2926505,GSM1925435_r1,SRX1412415,FALSE,1954514,0,100,GSM1925435,GSM1925435: MYB_tnt.MYB27_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925435,,,other,GENOMIC,OTHER
SRR2926504,GSM1925434_r1,SRX1412414,FALSE,7134249,0,100,GSM1925434,GSM1925434: MYB_tnt.MYB27_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925434,,,other,GENOMIC,OTHER
SRR2926503,GSM1925433_r1,SRX1412413,FALSE,1805662,0,130,GSM1925433,GSM1925433: MYB_tnt.MYB23_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925433,,,other,GENOMIC,OTHER
SRR2926502,GSM1925432_r1,SRX1412412,FALSE,8759640,0,100,GSM1925432,GSM1925432: MYB_tnt.MYB17_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925432,,,other,GENOMIC,OTHER
SRR2926501,GSM1925431_r1,SRX1412411,FALSE,3163641,0,100,GSM1925431,GSM1925431: MYB_tnt.MYB13_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925431,,,other,GENOMIC,OTHER
SRR2926500,GSM1925430_r1,SRX1412410,FALSE,5965733,0,100,GSM1925430,GSM1925430: MYB_tnt.MYB13_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925430,,,other,GENOMIC,OTHER
SRR2926499,GSM1925429_r1,SRX1412409,FALSE,7390139,0,130,GSM1925429,GSM1925429: MYB_tnt.MYB121_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925429,,,other,GENOMIC,OTHER
SRR2926498,GSM1925428_r1,SRX1412408,FALSE,7484145,0,100,GSM1925428,GSM1925428: MYB_tnt.MYB119_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925428,,,other,GENOMIC,OTHER
SRR2926497,GSM1925427_r1,SRX1412407,FALSE,6910642,0,100,GSM1925427,GSM1925427: MYB_tnt.MYB119_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925427,,,other,GENOMIC,OTHER
SRR2926496,GSM1925426_r1,SRX1412406,FALSE,3412340,0,130,GSM1925426,GSM1925426: MYB_tnt.MYB118_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925426,,,other,GENOMIC,OTHER
SRR2926495,GSM1925425_r1,SRX1412405,FALSE,5565344,0,100,GSM1925425,GSM1925425: MYB_tnt.MYB118_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925425,,,other,GENOMIC,OTHER
SRR2926494,GSM1925424_r1,SRX1412404,FALSE,4939453,0,130,GSM1925424,GSM1925424: MYB_tnt.MYB116_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925424,,,other,GENOMIC,OTHER
SRR2926493,GSM1925423_r1,SRX1412403,FALSE,9785473,0,100,GSM1925423,GSM1925423: MYB_tnt.MYB116_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925423,,,other,GENOMIC,OTHER
SRR2926492,GSM1925422_r1,SRX1412402,FALSE,3133347,0,130,GSM1925422,GSM1925422: MYB_tnt.MYB113_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925422,,,other,GENOMIC,OTHER
SRR2926491,GSM1925421_r1,SRX1412401,FALSE,17715462,0,100,GSM1925421,GSM1925421: MYB_tnt.MYB107_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925421,,,other,GENOMIC,OTHER
SRR2926490,GSM1925420_r1,SRX1412400,FALSE,4971550,0,100,GSM1925420,GSM1925420: MYB_tnt.MYB107_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925420,,,other,GENOMIC,OTHER
SRR2926489,GSM1925419_r1,SRX1412399,FALSE,3351779,0,100,GSM1925419,GSM1925419: MYB_tnt.MYB105_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925419,,,other,GENOMIC,OTHER
SRR2926488,GSM1925418_r1,SRX1412398,FALSE,4872363,0,100,GSM1925418,GSM1925418: MYB_tnt.MYB105_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925418,,,other,GENOMIC,OTHER
SRR2926487,GSM1925417_r1,SRX1412397,FALSE,1578526,0,100,GSM1925417,GSM1925417: MYB_tnt.MYB101_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925417,,,other,GENOMIC,OTHER
SRR2926486,GSM1925416_r1,SRX1412396,FALSE,3272496,0,100,GSM1925416,GSM1925416: MYB_tnt.MYB101_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925416,,,other,GENOMIC,OTHER
SRR2926485,GSM1925415_r1,SRX1412395,FALSE,2133680,0,100,GSM1925415,GSM1925415: MYB_tnt.MYB10_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925415,,,other,GENOMIC,OTHER
SRR2926484,GSM1925414_r1,SRX1412394,FALSE,2816154,0,100,GSM1925414,GSM1925414: MYB_tnt.MYB10_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925414,,,other,GENOMIC,OTHER
SRR2926483,GSM1925413_r1,SRX1412393,FALSE,3363800,0,130,GSM1925413,GSM1925413: MYB_tnt.MYB1_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925413,,,other,GENOMIC,OTHER
SRR2926482,GSM1925412_r1,SRX1412392,FALSE,4233022,0,130,GSM1925412,GSM1925412: MYB_tnt.MS188_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925412,,,other,GENOMIC,OTHER
SRR2926481,GSM1925411_r1,SRX1412391,FALSE,10702508,0,100,GSM1925411,GSM1925411: MYB_tnt.MS188_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925411,,,other,GENOMIC,OTHER
SRR2926480,GSM1925410_r1,SRX1412390,FALSE,7417413,0,100,GSM1925410,GSM1925410: MYB_tnt.BOS1_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925410,,,other,GENOMIC,OTHER
SRR2926479,GSM1925409_r1,SRX1412389,FALSE,2125823,0,130,GSM1925409,GSM1925409: MYB_tnt.ATY19_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925409,,,other,GENOMIC,OTHER
SRR2926478,GSM1925408_r1,SRX1412388,FALSE,20369008,0,100,GSM1925408,GSM1925408: MYB_tnt.ATY13_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925408,,,other,GENOMIC,OTHER
SRR2926477,GSM1925407_r1,SRX1412387,FALSE,3290826,0,100,GSM1925407,GSM1925407: MYB_tnt.ATY13_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925407,,,other,GENOMIC,OTHER
SRR2926476,GSM1925406_r1,SRX1412386,TRUE,7088363,7088363,200,GSM1925406,GSM1925406: MADS_tnt.SVP_col_v3b; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925406,,,other,GENOMIC,OTHER
SRR2926475,GSM1925405_r1,SRX1412385,TRUE,10757637,10757637,200,GSM1925405,GSM1925405: MADS_tnt.SVP_colamp_v3b; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925405,,,other,GENOMIC,OTHER
SRR2926474,GSM1925404_r1,SRX1412384,FALSE,1042444,0,100,GSM1925404,GSM1925404: MADS_tnt.FEM111_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925404,,,other,GENOMIC,OTHER
SRR2926473,GSM1925403_r1,SRX1412383,FALSE,12199139,0,100,GSM1925403,GSM1925403: MADS_tnt.AGL63_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925403,,,other,GENOMIC,OTHER
SRR2926472,GSM1925402_r1,SRX1412382,FALSE,2210206,0,100,GSM1925402,GSM1925402: MADS_tnt.AGL6_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925402,,,other,GENOMIC,OTHER
SRR2926471,GSM1925401_r1,SRX1412381,FALSE,751231,0,100,GSM1925401,GSM1925401: MADS_tnt.AGL55_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925401,,,other,GENOMIC,OTHER
SRR2926470,GSM1925400_r1,SRX1412380,FALSE,538571,0,100,GSM1925400,GSM1925400: MADS_tnt.AGL42_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925400,,,other,GENOMIC,OTHER
SRR2926469,GSM1925399_r1,SRX1412379,FALSE,1710390,0,100,GSM1925399,GSM1925399: MADS_tnt.AGL25_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925399,,,other,GENOMIC,OTHER
SRR2926468,GSM1925398_r1,SRX1412378,FALSE,7380273,0,100,GSM1925398,GSM1925398: MADS_tnt.AGL25_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925398,,,other,GENOMIC,OTHER
SRR2926467,GSM1925397_r1,SRX1412377,FALSE,2046409,0,100,GSM1925397,GSM1925397: MADS_tnt.AGL16_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925397,,,other,GENOMIC,OTHER
SRR2926466,GSM1925396_r1,SRX1412376,FALSE,1737379,0,100,GSM1925396,GSM1925396: MADS_tnt.AGL16_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925396,,,other,GENOMIC,OTHER
SRR2926465,GSM1925395_r1,SRX1412375,FALSE,4005167,0,100,GSM1925395,GSM1925395: MADS_tnt.AGL15_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925395,,,other,GENOMIC,OTHER
SRR2926464,GSM1925394_r1,SRX1412374,FALSE,8924809,0,100,GSM1925394,GSM1925394: MADS_tnt.AGL15_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925394,,,other,GENOMIC,OTHER
SRR2926463,GSM1925393_r1,SRX1412373,FALSE,1613617,0,100,GSM1925393,GSM1925393: MADS_tnt.AGL13_col_b; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925393,,,other,GENOMIC,OTHER
SRR2926462,GSM1925392_r1,SRX1412372,FALSE,4393238,0,100,GSM1925392,GSM1925392: LOBAS2_tnt.LOB_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925392,,,other,GENOMIC,OTHER
SRR2926461,GSM1925391_r1,SRX1412371,FALSE,1599649,0,100,GSM1925391,GSM1925391: LOBAS2_tnt.LBD23_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925391,,,other,GENOMIC,OTHER
SRR2926460,GSM1925390_r1,SRX1412370,FALSE,8418770,0,100,GSM1925390,GSM1925390: LOBAS2_tnt.LBD23_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925390,,,other,GENOMIC,OTHER
SRR2926459,GSM1925389_r1,SRX1412369,FALSE,12119990,0,130,GSM1925389,GSM1925389: LOBAS2_tnt.LBD2_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925389,,,other,GENOMIC,OTHER
SRR2926458,GSM1925388_r1,SRX1412368,FALSE,13683263,0,100,GSM1925388,GSM1925388: LOBAS2_tnt.LBD2_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925388,,,other,GENOMIC,OTHER
SRR2926457,GSM1925387_r1,SRX1412367,FALSE,5309928,0,130,GSM1925387,GSM1925387: LOBAS2_tnt.LBD19_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925387,,,other,GENOMIC,OTHER
SRR2926456,GSM1925386_r1,SRX1412366,FALSE,11831843,0,100,GSM1925386,GSM1925386: LOBAS2_tnt.LBD19_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925386,,,other,GENOMIC,OTHER
SRR2926455,GSM1925385_r1,SRX1412365,FALSE,6613041,0,130,GSM1925385,GSM1925385: LOBAS2_tnt.LBD18_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925385,,,other,GENOMIC,OTHER
SRR2926454,GSM1925384_r1,SRX1412364,FALSE,10677141,0,100,GSM1925384,GSM1925384: LOBAS2_tnt.LBD18_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925384,,,other,GENOMIC,OTHER
SRR2926453,GSM1925383_r1,SRX1412363,FALSE,1656490,0,100,GSM1925383,GSM1925383: LOBAS2_tnt.LBD13_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925383,,,other,GENOMIC,OTHER
SRR2926452,GSM1925382_r1,SRX1412362,FALSE,7215465,0,100,GSM1925382,GSM1925382: LOBAS2_tnt.LBD13_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925382,,,other,GENOMIC,OTHER
SRR2926451,GSM1925381_r1,SRX1412361,FALSE,3168326,0,130,GSM1925381,GSM1925381: LOBAS2_tnt.ASL18_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925381,,,other,GENOMIC,OTHER
SRR2926450,GSM1925380_r1,SRX1412360,FALSE,9501812,0,100,GSM1925380,GSM1925380: LOBAS2_tnt.ASL18_colamp_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925380,,,other,GENOMIC,OTHER
SRR2926449,GSM1925379_r1,SRX1412359,FALSE,1206945,0,100,GSM1925379,GSM1925379: LOBAS2_tnt.AS2_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925379,,,other,GENOMIC,OTHER
SRR2926448,GSM1925378_r1,SRX1412358,FALSE,1648529,0,100,GSM1925378,GSM1925378: LIM_tnt.WLIM2A_col_a; Arabidopsis thaliana; OTHER,,A Comprehensive Atlas of Arabidopsis Regulatory DNA [DAP-seq],GSM1925378,,,other,GENOMIC,OTHER
