SampleID	Tissue	Genotype	Treatment	Replicate	MergeID	paired	inbred	spots	avgLength
SRR8043574	endosperm	PHG47xPH207		1	m448	TRUE	FALSE	32222283	302
SRR8043575	endosperm	PHG47xMo17		1	m449	TRUE	FALSE	32506251	302
SRR8043576	leaf	Mo17xOh43		1	m450	FALSE	FALSE	8028582	51
SRR8043577	leaf	Mo17xPH207		1	m451	FALSE	FALSE	6186301	51
SRR8043578	endosperm	PHG35xMo17		2	m400	TRUE	FALSE	46648234	302
SRR8043579	endosperm	PHG29xPH207		2	m270	TRUE	FALSE	43520939	302
SRR8043580	endosperm	PHG29xMo17		2	m266	TRUE	FALSE	30374298	302
SRR8043581	endosperm	PHG83xB73		2	m416	TRUE	FALSE	33300447	302
SRR8043582	endosperm	PHG72xPH207		1	m452	TRUE	FALSE	32665713	302
SRR8043583	endosperm	PHG72xMo17		1	m453	TRUE	FALSE	30045841	302
SRR8043584	endosperm	PHG72xB73		2	m307	TRUE	FALSE	28871595	302
SRR8043585	endosperm	PHG50xPH207		2	m180	TRUE	FALSE	32375761	302
SRR8043586	endosperm	PHG47xPH207		2	m448	FALSE	FALSE	6357999	51
SRR8043587	endosperm	B84xB73		2	m289	TRUE	FALSE	32465196	302
SRR8043588	endosperm	PHG47xB73		2	m335	FALSE	FALSE	5706965	51
SRR8043589	internode	PHN11xMo17		1	m454	FALSE	FALSE	4014366	51
SRR8043590	internode	LH123HTxB73		1	m455	FALSE	FALSE	3357374	51
SRR8043591	seedling	MoGxB73		2	m359	FALSE	FALSE	4311341	51
SRR8043592	internode	LH156xB73		1	m456	FALSE	FALSE	4526046	51
SRR8043593	seedling	NKH8431xB73		2	m173	FALSE	FALSE	3905835	51
SRR8043594	seedling	Mo45xMo17		2	m442	FALSE	FALSE	3662148	51
SRR8043595	endosperm	PHW65xMo17		2	m318	FALSE	FALSE	6458991	51
SRR8043596	endosperm	PHN11xPH207		2	m317	FALSE	FALSE	6651997	51
SRR8043597	endosperm	W64AxPH207		2	m314	FALSE	FALSE	5394946	51
SRR8043598	endosperm	PHW65xB73		2	m311	FALSE	FALSE	7471637	51
SRR8043599	endosperm	W64AxB73		2	m424	FALSE	FALSE	3724599	51
SRR8043600	internode	DKFAPWxB73		2	m415	FALSE	FALSE	10272501	51
SRR8043601	internode	LH145xB73		2	m209	TRUE	FALSE	31409107	302
SRR8043602	endosperm	PHG72xMo17		2	m453	FALSE	FALSE	5362131	51
SRR8043603	endosperm	W64AxMo17		2	m421	FALSE	FALSE	3986528	51
SRR8043604	internode	B84xB73		2	m422	FALSE	FALSE	5287100	51
SRR8043605	internode	LH123HTxMo17		2	m337	FALSE	FALSE	5901896	51
SRR8043606	seedling	NKS8326xMo17		2	m229	TRUE	FALSE	31737327	302
SRR8043607	internode	H99xMo17		2	m303	TRUE	FALSE	31572309	302
SRR8043608	endosperm	PHG47xMo17		2	m449	FALSE	FALSE	6875019	51
SRR8043609	internode	B84xMo17		2	m423	FALSE	FALSE	5026687	51
SRR8043610	leaf	Mo17xPH207		2	m451	TRUE	FALSE	31927512	302
SRR8043611	root	PHJ40xMo17		2	m445	FALSE	FALSE	4450667	51
SRR8043612	leaf	Mo17xOh43		2	m450	TRUE	FALSE	35951207	302
SRR8043613	leaf	Mo17xB73		1	m457	TRUE	FALSE	33134974	302
SRR8043614	leaf	Mo45xB73		2	m348	TRUE	FALSE	31697155	302
SRR8043615	leaf	Mo44xB73		2	m347	TRUE	FALSE	34237192	302
SRR8043616	leaf	LH93xB73		2	m438	TRUE	FALSE	28397969	302
SRR8043617	leaf	LH93xMo17		2	m439	TRUE	FALSE	33025776	302
SRR8043618	internode	Mo44xMo17		2	m341	FALSE	FALSE	5349902	51
SRR8043619	root	PH207xB73		2	m434	FALSE	FALSE	4810145	51
SRR8043620	seedling	PH207xB73		2	m198	TRUE	FALSE	32943760	302
SRR8043621	seedling	PHB47xB73		2	m201	TRUE	FALSE	28761481	302
SRR8043622	seedling	PHW65xB73		2	m264	FALSE	FALSE	6141900	51
